MOVIMIENTO LIBERTARIO,583,SAN JOSE,PEREZ ZELEDON,134534.00,1905.51,70.60,48.50,94.57,38508.00,3.48,63.12,3.44,96.05,7.26,26.06,70.78,27.25,13.97,2.51,10.95,12.87,29.28,7.76,38275,32237,1029
NUEVA GENERACION,431,SAN JOSE,PEREZ ZELEDON,134534.00,1905.51,70.60,48.50,94.57,38508.00,3.48,63.12,3.44,96.05,7.26,26.06,70.78,27.25,13.97,2.51,10.95,12.87,29.28,7.76,38275,32237,1029
RENOVACION COSTARRICENSE,448,SAN JOSE,PEREZ ZELEDON,134534.00,1905.51,70.60,48.50,94.57,38508.00,3.48,63.12,3.44,96.05,7.26,26.06,70.78,27.25,13.97,2.51,10.95,12.87,29.28,7.76,38275,32237,1029
REPUBLICANO SOCIAL CRISTIANO,3771,SAN JOSE,PEREZ ZELEDON,134534.00,1905.51,70.60,48.50,94.57,38508.00,3.48,63.12,3.44,96.05,7.26,26.06,70.78,27.25,13.97,2.51,10.95,12.87,29.28,7.76,38275,32237,1029
RESTAURACION NACIONAL,20444,SAN JOSE,PEREZ ZELEDON,134534.00,1905.51,70.60,48.50,94.57,38508.00,3.48,63.12,3.44,96.05,7.26,26.06,70.78,27.25,13.97,2.51,10.95,12.87,29.28,7.76,38275,32237,1029
UNIDAD SOCIAL CRISTIANA,15869,SAN JOSE,PEREZ ZELEDON,134534.00,1905.51,70.60,48.50,94.57,38508.00,3.48,63.12,3.44,96.05,7.26,26.06,70.78,27.25,13.97,2.51,10.95,12.87,29.28,7.76,38275,32237,1029
NULO,825,SAN JOSE,PEREZ ZELEDON,134534.00,1905.51,70.60,48.50,94.57,38508.00,3.48,63.12,3.44,96.05,7.26,26.06,70.78,27.25,13.97,2.51,10.95,12.87,29.28,7.76,38275,32237,1029
BLANCO,235,SAN JOSE,PEREZ ZELEDON,134534.00,1905.51,70.60,48.50,94.57,38508.00,3.48,63.12,3.44,96.05,7.26,26.06,70.78,27.25,13.97,2.51,10.95,12.87,29.28,7.76,38275,32237,1029
ACCESIBILIDAD SIN EXCLUSION,20,SAN JOSE,LEON CORTES,12200.00,120.80,100.99,40.52,101.32,3377.00,3.61,57.63,2.61,95.30,6.39,20.82,75.87,18.42,15.95,4.11,9.63,13.02,21.71,5.69,4811,1319,61
ACCION CIUDADANA,1479,SAN JOSE,LEON CORTES,12200.00,120.80,100.99,40.52,101.32,3377.00,3.61,57.63,2.61,95.30,6.39,20.82,75.87,18.42,15.95,4.11,9.63,13.02,21.71,5.69,4811,1319,61
ALIANZA DEMOCRATA CRISTIANA,16,SAN JOSE,LEON CORTES,12200.00,120.80,100.99,40.52,101.32,3377.00,3.61,57.63,2.61,95.30,6.39,20.82,75.87,18.42,15.95,4.11,9.63,13.02,21.71,5.69,4811,1319,61
DE LOS TRABAJADORES,12,SAN JOSE,LEON CORTES,12200.00,120.80,100.99,40.52,101.32,3377.00,3.61,57.63,2.61,95.30,6.39,20.82,75.87,18.42,15.95,4.11,9.63,13.02,21.71,5.69,4811,1319,61
FRENTE AMPLIO,51,SAN JOSE,LEON CORTES,12200.00,120.80,100.99,40.52,101.32,3377.00,3.61,57.63,2.61,95.30,6.39,20.82,75.87,18.42,15.95,4.11,9.63,13.02,21.71,5.69,4811,1319,61
INTEGRACION NACIONAL,429,SAN JOSE,LEON CORTES,12200.00,120.80,100.99,40.52,101.32,3377.00,3.61,57.63,2.61,95.30,6.39,20.82,75.87,18.42,15.95,4.11,9.63,13.02,21.71,5.69,4811,1319,61
LIBERACION NACIONAL,1344,SAN JOSE,LEON CORTES,12200.00,120.80,100.99,40.52,101.32,3377.00,3.61,57.63,2.61,95.30,6.39,20.82,75.87,18.42,15.95,4.11,9.63,13.02,21.71,5.69,4811,1319,61
MOVIMIENTO LIBERTARIO,62,SAN JOSE,LEON CORTES,12200.00,120.80,100.99,40.52,101.32,3377.00,3.61,57.63,2.61,95.30,6.39,20.82,75.87,18.42,15.95,4.11,9.63,13.02,21.71,5.69,4811,1319,61
NUEVA GENERACION,39,SAN JOSE,LEON CORTES,12200.00,120.80,100.99,40.52,101.32,3377.00,3.61,57.63,2.61,95.30,6.39,20.82,75.87,18.42,15.95,4.11,9.63,13.02,21.71,5.69,4811,1319,61
RENOVACION COSTARRICENSE,59,SAN JOSE,LEON CORTES,12200.00,120.80,100.99,40.52,101.32,3377.00,3.61,57.63,2.61,95.30,6.39,20.82,75.87,18.42,15.95,4.11,9.63,13.02,21.71,5.69,4811,1319,61
REPUBLICANO SOCIAL CRISTIANO,473,SAN JOSE,LEON CORTES,12200.00,120.80,100.99,40.52,101.32,3377.00,3.61,57.63,2.61,95.30,6.39,20.82,75.87,18.42,15.95,4.11,9.63,13.02,21.71,5.69,4811,1319,61
RESTAURACION NACIONAL,725,SAN JOSE,LEON CORTES,12200.00,120.80,100.99,40.52,101.32,3377.00,3.61,57.63,2.61,95.30,6.39,20.82,75.87,18.42,15.95,4.11,9.63,13.02,21.71,5.69,4811,1319,61
UNIDAD SOCIAL CRISTIANA,1116,SAN JOSE,LEON CORTES,12200.00,120.80,100.99,40.52,101.32,3377.00,3.61,57.63,2.61,95.30,6.39,20.82,75.87,18.42,15.95,4.11,9.63,13.02,21.71,5.69,4811,1319,61
NULO,62,SAN JOSE,LEON CORTES,12200.00,120.80,100.99,40.52,101.32,3377.00,3.61,57.63,2.61,95.30,6.39,20.82,75.87,18.42,15.95,4.11,9.63,13.02,21.71,5.69,4811,1319,61
BLANCO,27,SAN JOSE,LEON CORTES,12200.00,120.80,100.99,40.52,101.32,3377.00,3.61,57.63,2.61,95.30,6.39,20.82,75.87,18.42,15.95,4.11,9.63,13.02,21.71,5.69,4811,1319,61
ACCESIBILIDAD SIN EXCLUSION,270,CARTAGO,CENTRAL,147898.00,287.77,513.95,88.69,96.13,38618.00,3.80,74.15,2.93,97.94,8.97,30.53,72.22,35.26,13.70,3.87,8.60,13.92,28.70,6.42,72304,19671,1089
ACCION CIUDADANA,24665,CARTAGO,CENTRAL,147898.00,287.77,513.95,88.69,96.13,38618.00,3.80,74.15,2.93,97.94,8.97,30.53,72.22,35.26,13.70,3.87,8.60,13.92,28.70,6.42,72304,19671,1089
ALIANZA DEMOCRATA CRISTIANA,3295,CARTAGO,CENTRAL,147898.00,287.77,513.95,88.69,96.13,38618.00,3.80,74.15,2.93,97.94,8.97,30.53,72.22,35.26,13.70,3.87,8.60,13.92,28.70,6.42,72304,19671,1089
DE LOS TRABAJADORES,174,CARTAGO,CENTRAL,147898.00,287.77,513.95,88.69,96.13,38618.00,3.80,74.15,2.93,97.94,8.97,30.53,72.22,35.26,13.70,3.87,8.60,13.92,28.70,6.42,72304,19671,1089
FRENTE AMPLIO,575,CARTAGO,CENTRAL,147898.00,287.77,513.95,88.69,96.13,38618.00,3.80,74.15,2.93,97.94,8.97,30.53,72.22,35.26,13.70,3.87,8.60,13.92,28.70,6.42,72304,19671,1089
INTEGRACION NACIONAL,9491,CARTAGO,CENTRAL,147898.00,287.77,513.95,88.69,96.13,38618.00,3.80,74.15,2.93,97.94,8.97,30.53,72.22,35.26,13.70,3.87,8.60,13.92,28.70,6.42,72304,19671,1089
LIBERACION NACIONAL,19042,CARTAGO,CENTRAL,147898.00,287.77,513.95,88.69,96.13,38618.00,3.80,74.15,2.93,97.94,8.97,30.53,72.22,35.26,13.70,3.87,8.60,13.92,28.70,6.42,72304,19671,1089
MOVIMIENTO LIBERTARIO,951,CARTAGO,CENTRAL,147898.00,287.77,513.95,88.69,96.13,38618.00,3.80,74.15,2.93,97.94,8.97,30.53,72.22,35.26,13.70,3.87,8.60,13.92,28.70,6.42,72304,19671,1089
NUEVA GENERACION,856,CARTAGO,CENTRAL,147898.00,287.77,513.95,88.69,96.13,38618.00,3.80,74.15,2.93,97.94,8.97,30.53,72.22,35.26,13.70,3.87,8.60,13.92,28.70,6.42,72304,19671,1089
RENOVACION COSTARRICENSE,613,CARTAGO,CENTRAL,147898.00,287.77,513.95,88.69,96.13,38618.00,3.80,74.15,2.93,97.94,8.97,30.53,72.22,35.26,13.70,3.87,8.60,13.92,28.70,6.42,72304,19671,1089
REPUBLICANO SOCIAL CRISTIANO,5269,CARTAGO,CENTRAL,147898.00,287.77,513.95,88.69,96.13,38618.00,3.80,74.15,2.93,97.94,8.97,30.53,72.22,35.26,13.70,3.87,8.60,13.92,28.70,6.42,72304,19671,1089
RESTAURACION NACIONAL,10318,CARTAGO,CENTRAL,147898.00,287.77,513.95,88.69,96.13,38618.00,3.80,74.15,2.93,97.94,8.97,30.53,72.22,35.26,13.70,3.87,8.60,13.92,28.70,6.42,72304,19671,1089
UNIDAD SOCIAL CRISTIANA,13872,CARTAGO,CENTRAL,147898.00,287.77,513.95,88.69,96.13,38618.00,3.80,74.15,2.93,97.94,8.97,30.53,72.22,35.26,13.70,3.87,8.60,13.92,28.70,6.42,72304,19671,1089
NULO,1108,CARTAGO,CENTRAL,147898.00,287.77,513.95,88.69,96.13,38618.00,3.80,74.15,2.93,97.94,8.97,30.53,72.22,35.26,13.70,3.87,8.60,13.92,28.70,6.42,72304,19671,1089
BLANCO,184,CARTAGO,CENTRAL,147898.00,287.77,513.95,88.69,96.13,38618.00,3.80,74.15,2.93,97.94,8.97,30.53,72.22,35.26,13.70,3.87,8.60,13.92,28.70,6.42,72304,19671,1089
ACCESIBILIDAD SIN EXCLUSION,212,CARTAGO,PARAISO,57743.00,411.91,140.18,76.91,95.91,14626.00,3.94,70.77,4.03,97.23,7.53,24.93,74.17,29.92,13.85,2.40,8.05,13.46,25.96,4.87,26696,8139,327
ACCION CIUDADANA,8478,CARTAGO,PARAISO,57743.00,411.91,140.18,76.91,95.91,14626.00,3.94,70.77,4.03,97.23,7.53,24.93,74.17,29.92,13.85,2.40,8.05,13.46,25.96,4.87,26696,8139,327
ALIANZA DEMOCRATA CRISTIANA,421,CARTAGO,PARAISO,57743.00,411.91,140.18,76.91,95.91,14626.00,3.94,70.77,4.03,97.23,7.53,24.93,74.17,29.92,13.85,2.40,8.05,13.46,25.96,4.87,26696,8139,327
DE LOS TRABAJADORES,69,CARTAGO,PARAISO,57743.00,411.91,140.18,76.91,95.91,14626.00,3.94,70.77,4.03,97.23,7.53,24.93,74.17,29.92,13.85,2.40,8.05,13.46,25.96,4.87,26696,8139,327
FRENTE AMPLIO,268,CARTAGO,PARAISO,57743.00,411.91,140.18,76.91,95.91,14626.00,3.94,70.77,4.03,97.23,7.53,24.93,74.17,29.92,13.85,2.40,8.05,13.46,25.96,4.87,26696,8139,327
INTEGRACION NACIONAL,6342,CARTAGO,PARAISO,57743.00,411.91,140.18,76.91,95.91,14626.00,3.94,70.77,4.03,97.23,7.53,24.93,74.17,29.92,13.85,2.40,8.05,13.46,25.96,4.87,26696,8139,327
LIBERACION NACIONAL,5418,CARTAGO,PARAISO,57743.00,411.91,140.18,76.91,95.91,14626.00,3.94,70.77,4.03,97.23,7.53,24.93,74.17,29.92,13.85,2.40,8.05,13.46,25.96,4.87,26696,8139,327
MOVIMIENTO LIBERTARIO,316,CARTAGO,PARAISO,57743.00,411.91,140.18,76.91,95.91,14626.00,3.94,70.77,4.03,97.23,7.53,24.93,74.17,29.92,13.85,2.40,8.05,13.46,25.96,4.87,26696,8139,327
NUEVA GENERACION,269,CARTAGO,PARAISO,57743.00,411.91,140.18,76.91,95.91,14626.00,3.94,70.77,4.03,97.23,7.53,24.93,74.17,29.92,13.85,2.40,8.05,13.46,25.96,4.87,26696,8139,327
RENOVACION COSTARRICENSE,282,CARTAGO,PARAISO,57743.00,411.91,140.18,76.91,95.91,14626.00,3.94,70.77,4.03,97.23,7.53,24.93,74.17,29.92,13.85,2.40,8.05,13.46,25.96,4.87,26696,8139,327
REPUBLICANO SOCIAL CRISTIANO,2872,CARTAGO,PARAISO,57743.00,411.91,140.18,76.91,95.91,14626.00,3.94,70.77,4.03,97.23,7.53,24.93,74.17,29.92,13.85,2.40,8.05,13.46,25.96,4.87,26696,8139,327
RESTAURACION NACIONAL,4613,CARTAGO,PARAISO,57743.00,411.91,140.18,76.91,95.91,14626.00,3.94,70.77,4.03,97.23,7.53,24.93,74.17,29.92,13.85,2.40,8.05,13.46,25.96,4.87,26696,8139,327
UNIDAD SOCIAL CRISTIANA,3900,CARTAGO,PARAISO,57743.00,411.91,140.18,76.91,95.91,14626.00,3.94,70.77,4.03,97.23,7.53,24.93,74.17,29.92,13.85,2.40,8.05,13.46,25.96,4.87,26696,8139,327
NULO,460,CARTAGO,PARAISO,57743.00,411.91,140.18,76.91,95.91,14626.00,3.94,70.77,4.03,97.23,7.53,24.93,74.17,29.92,13.85,2.40,8.05,13.46,25.96,4.87,26696,8139,327
BLANCO,89,CARTAGO,PARAISO,57743.00,411.91,140.18,76.91,95.91,14626.00,3.94,70.77,4.03,97.23,7.53,24.93,74.17,29.92,13.85,2.40,8.05,13.46,25.96,4.87,26696,8139,327
ACCESIBILIDAD SIN EXCLUSION,192,CARTAGO,LA UNION,99399.00,44.83,2217.24,96.99,93.18,26979.00,3.67,69.67,4.66,98.28,9.51,28.72,75.39,44.66,12.95,9.65,9.41,14.14,31.55,8.36,31815,17934,576
ACCION CIUDADANA,11902,CARTAGO,LA UNION,99399.00,44.83,2217.24,96.99,93.18,26979.00,3.67,69.67,4.66,98.28,9.51,28.72,75.39,44.66,12.95,9.65,9.41,14.14,31.55,8.36,31815,17934,576
ALIANZA DEMOCRATA CRISTIANA,397,CARTAGO,LA UNION,99399.00,44.83,2217.24,96.99,93.18,26979.00,3.67,69.67,4.66,98.28,9.51,28.72,75.39,44.66,12.95,9.65,9.41,14.14,31.55,8.36,31815,17934,576
DE LOS TRABAJADORES,83,CARTAGO,LA UNION,99399.00,44.83,2217.24,96.99,93.18,26979.00,3.67,69.67,4.66,98.28,9.51,28.72,75.39,44.66,12.95,9.65,9.41,14.14,31.55,8.36,31815,17934,576
FRENTE AMPLIO,378,CARTAGO,LA UNION,99399.00,44.83,2217.24,96.99,93.18,26979.00,3.67,69.67,4.66,98.28,9.51,28.72,75.39,44.66,12.95,9.65,9.41,14.14,31.55,8.36,31815,17934,576
INTEGRACION NACIONAL,4145,CARTAGO,LA UNION,99399.00,44.83,2217.24,96.99,93.18,26979.00,3.67,69.67,4.66,98.28,9.51,28.72,75.39,44.66,12.95,9.65,9.41,14.14,31.55,8.36,31815,17934,576
LIBERACION NACIONAL,8441,CARTAGO,LA UNION,99399.00,44.83,2217.24,96.99,93.18,26979.00,3.67,69.67,4.66,98.28,9.51,28.72,75.39,44.66,12.95,9.65,9.41,14.14,31.55,8.36,31815,17934,576
MOVIMIENTO LIBERTARIO,599,CARTAGO,LA UNION,99399.00,44.83,2217.24,96.99,93.18,26979.00,3.67,69.67,4.66,98.28,9.51,28.72,75.39,44.66,12.95,9.65,9.41,14.14,31.55,8.36,31815,17934,576
NUEVA GENERACION,468,CARTAGO,LA UNION,99399.00,44.83,2217.24,96.99,93.18,26979.00,3.67,69.67,4.66,98.28,9.51,28.72,75.39,44.66,12.95,9.65,9.41,14.14,31.55,8.36,31815,17934,576
RENOVACION COSTARRICENSE,300,CARTAGO,LA UNION,99399.00,44.83,2217.24,96.99,93.18,26979.00,3.67,69.67,4.66,98.28,9.51,28.72,75.39,44.66,12.95,9.65,9.41,14.14,31.55,8.36,31815,17934,576
REPUBLICANO SOCIAL CRISTIANO,2501,CARTAGO,LA UNION,99399.00,44.83,2217.24,96.99,93.18,26979.00,3.67,69.67,4.66,98.28,9.51,28.72,75.39,44.66,12.95,9.65,9.41,14.14,31.55,8.36,31815,17934,576
RESTAURACION NACIONAL,10656,CARTAGO,LA UNION,99399.00,44.83,2217.24,96.99,93.18,26979.00,3.67,69.67,4.66,98.28,9.51,28.72,75.39,44.66,12.95,9.65,9.41,14.14,31.55,8.36,31815,17934,576
UNIDAD SOCIAL CRISTIANA,8706,CARTAGO,LA UNION,99399.00,44.83,2217.24,96.99,93.18,26979.00,3.67,69.67,4.66,98.28,9.51,28.72,75.39,44.66,12.95,9.65,9.41,14.14,31.55,8.36,31815,17934,576
NULO,369,CARTAGO,LA UNION,99399.00,44.83,2217.24,96.99,93.18,26979.00,3.67,69.67,4.66,98.28,9.51,28.72,75.39,44.66,12.95,9.65,9.41,14.14,31.55,8.36,31815,17934,576
BLANCO,73,CARTAGO,LA UNION,99399.00,44.83,2217.24,96.99,93.18,26979.00,3.67,69.67,4.66,98.28,9.51,28.72,75.39,44.66,12.95,9.65,9.41,14.14,31.55,8.36,31815,17934,576
ACCESIBILIDAD SIN EXCLUSION,37,CARTAGO,JIMENEZ,14669.00,286.43,51.21,52.57,98.90,4113.00,3.56,56.70,1.99,95.30,6.59,24.91,70.26,23.83,12.66,2.39,10.95,11.00,25.61,9.97,6512,2213,81
ACCION CIUDADANA,2042,CARTAGO,JIMENEZ,14669.00,286.43,51.21,52.57,98.90,4113.00,3.56,56.70,1.99,95.30,6.59,24.91,70.26,23.83,12.66,2.39,10.95,11.00,25.61,9.97,6512,2213,81
ALIANZA DEMOCRATA CRISTIANA,128,CARTAGO,JIMENEZ,14669.00,286.43,51.21,52.57,98.90,4113.00,3.56,56.70,1.99,95.30,6.59,24.91,70.26,23.83,12.66,2.39,10.95,11.00,25.61,9.97,6512,2213,81
DE LOS TRABAJADORES,19,CARTAGO,JIMENEZ,14669.00,286.43,51.21,52.57,98.90,4113.00,3.56,56.70,1.99,95.30,6.59,24.91,70.26,23.83,12.66,2.39,10.95,11.00,25.61,9.97,6512,2213,81
FRENTE AMPLIO,94,CARTAGO,JIMENEZ,14669.00,286.43,51.21,52.57,98.90,4113.00,3.56,56.70,1.99,95.30,6.59,24.91,70.26,23.83,12.66,2.39,10.95,11.00,25.61,9.97,6512,2213,81
INTEGRACION NACIONAL,776,CARTAGO,JIMENEZ,14669.00,286.43,51.21,52.57,98.90,4113.00,3.56,56.70,1.99,95.30,6.59,24.91,70.26,23.83,12.66,2.39,10.95,11.00,25.61,9.97,6512,2213,81
LIBERACION NACIONAL,2105,CARTAGO,JIMENEZ,14669.00,286.43,51.21,52.57,98.90,4113.00,3.56,56.70,1.99,95.30,6.59,24.91,70.26,23.83,12.66,2.39,10.95,11.00,25.61,9.97,6512,2213,81
MOVIMIENTO LIBERTARIO,72,CARTAGO,JIMENEZ,14669.00,286.43,51.21,52.57,98.90,4113.00,3.56,56.70,1.99,95.30,6.59,24.91,70.26,23.83,12.66,2.39,10.95,11.00,25.61,9.97,6512,2213,81
NUEVA GENERACION,81,CARTAGO,JIMENEZ,14669.00,286.43,51.21,52.57,98.90,4113.00,3.56,56.70,1.99,95.30,6.59,24.91,70.26,23.83,12.66,2.39,10.95,11.00,25.61,9.97,6512,2213,81
RENOVACION COSTARRICENSE,46,CARTAGO,JIMENEZ,14669.00,286.43,51.21,52.57,98.90,4113.00,3.56,56.70,1.99,95.30,6.59,24.91,70.26,23.83,12.66,2.39,10.95,11.00,25.61,9.97,6512,2213,81
REPUBLICANO SOCIAL CRISTIANO,748,CARTAGO,JIMENEZ,14669.00,286.43,51.21,52.57,98.90,4113.00,3.56,56.70,1.99,95.30,6.59,24.91,70.26,23.83,12.66,2.39,10.95,11.00,25.61,9.97,6512,2213,81
RESTAURACION NACIONAL,1319,CARTAGO,JIMENEZ,14669.00,286.43,51.21,52.57,98.90,4113.00,3.56,56.70,1.99,95.30,6.59,24.91,70.26,23.83,12.66,2.39,10.95,11.00,25.61,9.97,6512,2213,81
UNIDAD SOCIAL CRISTIANA,781,CARTAGO,JIMENEZ,14669.00,286.43,51.21,52.57,98.90,4113.00,3.56,56.70,1.99,95.30,6.59,24.91,70.26,23.83,12.66,2.39,10.95,11.00,25.61,9.97,6512,2213,81
NULO,148,CARTAGO,JIMENEZ,14669.00,286.43,51.21,52.57,98.90,4113.00,3.56,56.70,1.99,95.30,6.59,24.91,70.26,23.83,12.66,2.39,10.95,11.00,25.61,9.97,6512,2213,81
BLANCO,32,CARTAGO,JIMENEZ,14669.00,286.43,51.21,52.57,98.90,4113.00,3.56,56.70,1.99,95.30,6.59,24.91,70.26,23.83,12.66,2.39,10.95,11.00,25.61,9.97,6512,2213,81
ACCESIBILIDAD SIN EXCLUSION,127,CARTAGO,TURRIALBA,69616.00,1642.67,42.38,57.38,97.77,20453.00,3.40,64.89,3.44,94.78,7.42,28.68,67.74,28.09,14.85,2.17,11.71,12.57,26.54,8.27,26821,11868,453
ACCION CIUDADANA,10185,CARTAGO,TURRIALBA,69616.00,1642.67,42.38,57.38,97.77,20453.00,3.40,64.89,3.44,94.78,7.42,28.68,67.74,28.09,14.85,2.17,11.71,12.57,26.54,8.27,26821,11868,453
ALIANZA DEMOCRATA CRISTIANA,461,CARTAGO,TURRIALBA,69616.00,1642.67,42.38,57.38,97.77,20453.00,3.40,64.89,3.44,94.78,7.42,28.68,67.74,28.09,14.85,2.17,11.71,12.57,26.54,8.27,26821,11868,453
DE LOS TRABAJADORES,71,CARTAGO,TURRIALBA,69616.00,1642.67,42.38,57.38,97.77,20453.00,3.40,64.89,3.44,94.78,7.42,28.68,67.74,28.09,14.85,2.17,11.71,12.57,26.54,8.27,26821,11868,453
FRENTE AMPLIO,337,CARTAGO,TURRIALBA,69616.00,1642.67,42.38,57.38,97.77,20453.00,3.40,64.89,3.44,94.78,7.42,28.68,67.74,28.09,14.85,2.17,11.71,12.57,26.54,8.27,26821,11868,453
INTEGRACION NACIONAL,3022,CARTAGO,TURRIALBA,69616.00,1642.67,42.38,57.38,97.77,20453.00,3.40,64.89,3.44,94.78,7.42,28.68,67.74,28.09,14.85,2.17,11.71,12.57,26.54,8.27,26821,11868,453
LIBERACION NACIONAL,7631,CARTAGO,TURRIALBA,69616.00,1642.67,42.38,57.38,97.77,20453.00,3.40,64.89,3.44,94.78,7.42,28.68,67.74,28.09,14.85,2.17,11.71,12.57,26.54,8.27,26821,11868,453
MOVIMIENTO LIBERTARIO,292,CARTAGO,TURRIALBA,69616.00,1642.67,42.38,57.38,97.77,20453.00,3.40,64.89,3.44,94.78,7.42,28.68,67.74,28.09,14.85,2.17,11.71,12.57,26.54,8.27,26821,11868,453
NUEVA GENERACION,186,CARTAGO,TURRIALBA,69616.00,1642.67,42.38,57.38,97.77,20453.00,3.40,64.89,3.44,94.78,7.42,28.68,67.74,28.09,14.85,2.17,11.71,12.57,26.54,8.27,26821,11868,453
RENOVACION COSTARRICENSE,267,CARTAGO,TURRIALBA,69616.00,1642.67,42.38,57.38,97.77,20453.00,3.40,64.89,3.44,94.78,7.42,28.68,67.74,28.09,14.85,2.17,11.71,12.57,26.54,8.27,26821,11868,453
REPUBLICANO SOCIAL CRISTIANO,2024,CARTAGO,TURRIALBA,69616.00,1642.67,42.38,57.38,97.77,20453.00,3.40,64.89,3.44,94.78,7.42,28.68,67.74,28.09,14.85,2.17,11.71,12.57,26.54,8.27,26821,11868,453
RESTAURACION NACIONAL,7507,CARTAGO,TURRIALBA,69616.00,1642.67,42.38,57.38,97.77,20453.00,3.40,64.89,3.44,94.78,7.42,28.68,67.74,28.09,14.85,2.17,11.71,12.57,26.54,8.27,26821,11868,453
UNIDAD SOCIAL CRISTIANA,5237,CARTAGO,TURRIALBA,69616.00,1642.67,42.38,57.38,97.77,20453.00,3.40,64.89,3.44,94.78,7.42,28.68,67.74,28.09,14.85,2.17,11.71,12.57,26.54,8.27,26821,11868,453
NULO,506,CARTAGO,TURRIALBA,69616.00,1642.67,42.38,57.38,97.77,20453.00,3.40,64.89,3.44,94.78,7.42,28.68,67.74,28.09,14.85,2.17,11.71,12.57,26.54,8.27,26821,11868,453
BLANCO,138,CARTAGO,TURRIALBA,69616.00,1642.67,42.38,57.38,97.77,20453.00,3.40,64.89,3.44,94.78,7.42,28.68,67.74,28.09,14.85,2.17,11.71,12.57,26.54,8.27,26821,11868,453
ACCESIBILIDAD SIN EXCLUSION,33,CARTAGO,ALVARADO,14312.00,81.06,176.56,62.58,100.25,3612.00,3.95,72.40,3.13,96.38,6.58,20.63,79.67,26.67,18.11,1.39,8.88,14.34,19.49,8.78,6078,1535,81
ACCION CIUDADANA,1938,CARTAGO,ALVARADO,14312.00,81.06,176.56,62.58,100.25,3612.00,3.95,72.40,3.13,96.38,6.58,20.63,79.67,26.67,18.11,1.39,8.88,14.34,19.49,8.78,6078,1535,81
ALIANZA DEMOCRATA CRISTIANA,76,CARTAGO,ALVARADO,14312.00,81.06,176.56,62.58,100.25,3612.00,3.95,72.40,3.13,96.38,6.58,20.63,79.67,26.67,18.11,1.39,8.88,14.34,19.49,8.78,6078,1535,81
DE LOS TRABAJADORES,19,CARTAGO,ALVARADO,14312.00,81.06,176.56,62.58,100.25,3612.00,3.95,72.40,3.13,96.38,6.58,20.63,79.67,26.67,18.11,1.39,8.88,14.34,19.49,8.78,6078,1535,81
FRENTE AMPLIO,25,CARTAGO,ALVARADO,14312.00,81.06,176.56,62.58,100.25,3612.00,3.95,72.40,3.13,96.38,6.58,20.63,79.67,26.67,18.11,1.39,8.88,14.34,19.49,8.78,6078,1535,81
INTEGRACION NACIONAL,735,CARTAGO,ALVARADO,14312.00,81.06,176.56,62.58,100.25,3612.00,3.95,72.40,3.13,96.38,6.58,20.63,79.67,26.67,18.11,1.39,8.88,14.34,19.49,8.78,6078,1535,81
LIBERACION NACIONAL,1562,CARTAGO,ALVARADO,14312.00,81.06,176.56,62.58,100.25,3612.00,3.95,72.40,3.13,96.38,6.58,20.63,79.67,26.67,18.11,1.39,8.88,14.34,19.49,8.78,6078,1535,81
MOVIMIENTO LIBERTARIO,59,CARTAGO,ALVARADO,14312.00,81.06,176.56,62.58,100.25,3612.00,3.95,72.40,3.13,96.38,6.58,20.63,79.67,26.67,18.11,1.39,8.88,14.34,19.49,8.78,6078,1535,81
NUEVA GENERACION,96,CARTAGO,ALVARADO,14312.00,81.06,176.56,62.58,100.25,3612.00,3.95,72.40,3.13,96.38,6.58,20.63,79.67,26.67,18.11,1.39,8.88,14.34,19.49,8.78,6078,1535,81
RENOVACION COSTARRICENSE,57,CARTAGO,ALVARADO,14312.00,81.06,176.56,62.58,100.25,3612.00,3.95,72.40,3.13,96.38,6.58,20.63,79.67,26.67,18.11,1.39,8.88,14.34,19.49,8.78,6078,1535,81
REPUBLICANO SOCIAL CRISTIANO,705,CARTAGO,ALVARADO,14312.00,81.06,176.56,62.58,100.25,3612.00,3.95,72.40,3.13,96.38,6.58,20.63,79.67,26.67,18.11,1.39,8.88,14.34,19.49,8.78,6078,1535,81
RESTAURACION NACIONAL,925,CARTAGO,ALVARADO,14312.00,81.06,176.56,62.58,100.25,3612.00,3.95,72.40,3.13,96.38,6.58,20.63,79.67,26.67,18.11,1.39,8.88,14.34,19.49,8.78,6078,1535,81
UNIDAD SOCIAL CRISTIANA,964,CARTAGO,ALVARADO,14312.00,81.06,176.56,62.58,100.25,3612.00,3.95,72.40,3.13,96.38,6.58,20.63,79.67,26.67,18.11,1.39,8.88,14.34,19.49,8.78,6078,1535,81
NULO,134,CARTAGO,ALVARADO,14312.00,81.06,176.56,62.58,100.25,3612.00,3.95,72.40,3.13,96.38,6.58,20.63,79.67,26.67,18.11,1.39,8.88,14.34,19.49,8.78,6078,1535,81
BLANCO,32,CARTAGO,ALVARADO,14312.00,81.06,176.56,62.58,100.25,3612.00,3.95,72.40,3.13,96.38,6.58,20.63,79.67,26.67,18.11,1.39,8.88,14.34,19.49,8.78,6078,1535,81
ACCESIBILIDAD SIN EXCLUSION,100,CARTAGO,OREAMUNO,45473.00,201.31,225.89,87.46,95.70,11232.00,4.04,76.66,3.95,96.95,8.11,27.28,75.78,33.50,17.21,1.42,8.29,15.65,26.04,7.25,21444,5422,322
